short_name,bbp_name,m_type,e_type,clone_id,num_prob,num_nominal_par,num_all_par,num_iced_par,num_dyn_par,num_sim_frame,num_hd5_file,size_hd5_GB
xbbp054,xL23_PC_cADpyr229_1,PC,cAD,-5,67,18,18,3,15,-1,-2,-3
